"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105827748","larva → nurse abdomen","CG",8.70717143143206e-35,"larv",0.144786708376693,"worker larva","yes","307658:00398d"
"LOC105827748","nurse head → larva","CH",0.000147394650776204,"nurse",0.242103395114579,"nurse head","yes","307658:00398d"
"LOC105827748","larva → nurse head","CH",8.70717143143206e-35,"larv",0.159751298759497,"worker larva","yes","307658:00398d"
"LOC105827748","nurse abdomen → larva","CG",0.000975142489273074,"nurse",0.252059666359519,"nurse abdomen","yes","307658:00398d"
"LOC105827753",NA,NA,0.0404662456677695,NA,NA,"worker larva","no","307658:003c54"
"LOC105827754",NA,NA,1.51805640196719e-08,NA,NA,"worker larva","no","307658:00194a"
"LOC105827755",NA,NA,0.0350011821776271,NA,NA,"worker larva","no","307658:0046a3"
"LOC105827756","larva → nurse head","CH",3.00427747080541e-26,"larv",0.16037822159141,"worker larva","yes","307658:0046a4"
"LOC105827756","larva → nurse abdomen","CG",3.00427747080541e-26,"larv",0.228023572728673,"worker larva","yes","307658:0046a4"
"LOC105827757","larva → nurse abdomen","CG",1.10148030438703e-72,"larv",0.18684595106478,"worker larva","yes",NA
"LOC105827757","larva → nurse head","CH",1.10148030438703e-72,"larv",0.15141529868098,"worker larva","yes",NA
"LOC105827757",NA,NA,0.00949854991627885,NA,NA,"nurse head","no",NA
"LOC105827758",NA,NA,0.0291446276808049,NA,NA,"nurse abdomen","no","307658:002145"
"LOC105827758","larva → nurse abdomen","CG",1.36138634132106e-41,"larv",0.223486931609279,"worker larva","yes","307658:002145"
"LOC105827758","larva → nurse head","CH",1.36138634132106e-41,"larv",0.194486523970406,"worker larva","yes","307658:002145"
"LOC105827759",NA,NA,8.59926957135362e-16,NA,NA,"worker larva","no","307658:00390b"
"LOC105827759","nurse abdomen → larva","CG",0.0079999933939757,"nurse",0.0739270587518901,"nurse abdomen","yes","307658:00390b"
"LOC105827760",NA,NA,2.36950516415741e-13,NA,NA,"worker larva","no","307658:0005bf"
"LOC105827762","nurse abdomen → larva","CG",0.00195209806384264,"nurse",0.100047472253519,"nurse abdomen","yes","307658:00389c"
"LOC105827763",NA,NA,3.92739935796698e-06,NA,NA,"worker larva","no","307658:00389d"
"LOC105827764",NA,NA,0.00436629334116201,NA,NA,"worker larva","no","307658:003537"
"LOC105827765",NA,NA,4.54473284904224e-08,NA,NA,"worker larva","no","307658:003098"
"LOC105827766",NA,NA,2.47120667168274e-13,NA,NA,"worker larva","no","307658:003099"
"LOC105827767",NA,NA,0.000228539916254188,NA,NA,"worker larva","no","307658:00309a"
"LOC105827769","nurse abdomen → larva","CG",0.00216961509990784,"nurse",0.147482005561777,"nurse abdomen","yes","307658:0032bf"
"LOC105827769",NA,NA,0.00114049147376712,NA,NA,"worker larva","no","307658:0032bf"
"LOC105827770",NA,NA,0.0242773297624106,NA,NA,"worker larva","no","307658:0032c0"
"LOC105827771",NA,NA,1.54976645370525e-07,NA,NA,"worker larva","no","307658:0032c1"
"LOC105827773",NA,NA,0.00315436094331683,NA,NA,"worker larva","no","307658:0032c3"
"LOC105827774",NA,NA,5.06712784210116e-07,NA,NA,"worker larva","no","307658:0032c4"
"LOC105827775",NA,NA,0.0168269325559741,NA,NA,"nurse head","no","307658:0032c5"
"LOC105827775",NA,NA,3.49848183134446e-07,NA,NA,"worker larva","no","307658:0032c5"
"LOC105827775","nurse abdomen → larva","CG",0.0452690281523136,"nurse",0.110507354478887,"nurse abdomen","yes","307658:0032c5"
"LOC105827776",NA,NA,1.75521184619737e-07,NA,NA,"worker larva","no","307658:003d4d"
"LOC105827777",NA,NA,0.000907487422491471,NA,NA,"worker larva","no","307658:003d4e"
"LOC105827779",NA,NA,1.13286911255617e-09,NA,NA,"worker larva","no","307658:0047a3"
"LOC105827780",NA,NA,2.91930322557132e-05,NA,NA,"worker larva","no","307658:004627"
"LOC105827781",NA,NA,0.00878604252260458,NA,NA,"worker larva","no","307658:004628"
"LOC105827782",NA,NA,0.00740110773089685,NA,NA,"worker larva","no","307658:0049f5"
"LOC105827783","nurse abdomen → larva","CG",0.0381019001990663,"nurse",0.0672476151382955,"nurse abdomen","yes","307658:0049f6"
"LOC105827783",NA,NA,0.00359362510633377,NA,NA,"worker larva","no","307658:0049f6"
"LOC105827785",NA,NA,0.00191682412902241,NA,NA,"worker larva","no","307658:00265f"
"LOC105827787",NA,NA,3.33152318636703e-11,NA,NA,"worker larva","no","307658:004ae5"
"LOC105827788",NA,NA,0.0200818284577108,NA,NA,"nurse abdomen","no","307658:0032a1"
"LOC105827788","nurse head → larva","CH",0.0020712830795193,"nurse",0.128575161908523,"nurse head","yes","307658:0032a1"
"LOC105827790",NA,NA,3.2051330931874e-09,NA,NA,"worker larva","no","307658:0032a3"
"LOC105827790","nurse head → larva","CH",0.000133078782090508,"nurse",0.119881884552835,"nurse head","yes","307658:0032a3"
"LOC105827791","nurse head → larva","CH",0.00780569904387646,"nurse",0.0877706416328331,"nurse head","yes","307658:0032a4"
"LOC105827791","nurse abdomen → larva","CG",0.0089417160896707,"nurse",0.135225693547922,"nurse abdomen","yes","307658:0032a4"
"LOC105827795",NA,NA,5.81910049255853e-06,NA,NA,"worker larva","no","307658:003150"
"LOC105827796","nurse head → larva","CH",0.00228325313013145,"nurse",0.125868847032048,"nurse head","yes","307658:003151"
"LOC105827797",NA,NA,1.62927319754928e-08,NA,NA,"worker larva","no","307658:003152"
"LOC105827798",NA,NA,0.00141893675789881,NA,NA,"worker larva","no","307658:003153"
"LOC105827799",NA,NA,0.0223001563756084,NA,NA,"worker larva","no","307658:003154"
"LOC105827800",NA,NA,0.00648790411986967,NA,NA,"worker larva","no","307658:003155"
"LOC105827802",NA,NA,1.72049117098639e-13,NA,NA,"worker larva","no","307658:0021b2"
"LOC105827803",NA,NA,0.0125111254223032,NA,NA,"worker larva","no","307658:003157"
"LOC105827806",NA,NA,5.70171203514166e-18,NA,NA,"worker larva","no","307658:0033e0"
"LOC105827807","nurse head → larva","CH",0.00190955298390939,"nurse",0.149605624758964,"nurse head","yes","307658:0046ae"
"LOC105827807","nurse abdomen → larva","CG",0.0287077195355405,"nurse",0.0872700573335765,"nurse abdomen","yes","307658:0046ae"
"LOC105827807",NA,NA,2.03664639913552e-17,NA,NA,"worker larva","no","307658:0046ae"
"LOC105827808",NA,NA,0.000380996635053312,NA,NA,"worker larva","no","307658:00303f"
"LOC105827808","nurse head → larva","CH",0.00815695563356974,"nurse",0.104439605678996,"nurse head","yes","307658:00303f"
"LOC105827809",NA,NA,1.5285659415096e-05,NA,NA,"worker larva","no","307658:003040"
"LOC105827810","larva → nurse abdomen","CG",3.91575698939764e-22,"larv",0.150073853019629,"worker larva","yes","307658:004faa"
"LOC105827810","larva → nurse head","CH",3.91575698939764e-22,"larv",0.159482158027219,"worker larva","yes","307658:004faa"
"LOC105827810",NA,NA,0.00832753126438794,NA,NA,"nurse head","no","307658:004faa"
"LOC105827810",NA,NA,0.0371543444116784,NA,NA,"nurse abdomen","no","307658:004faa"
"LOC105827813",NA,NA,0.0227225791082152,NA,NA,"worker larva","no","307658:003043"
"LOC105827813","nurse abdomen → larva","CG",0.0363366192074453,"nurse",0.0620574488139456,"nurse abdomen","yes","307658:003043"
"LOC105827815","nurse abdomen → larva","CG",0.0303046732589578,"nurse",0.0928497291656782,"nurse abdomen","yes","307658:001af6"
"LOC105827815",NA,NA,7.59970290622472e-07,NA,NA,"worker larva","no","307658:001af6"
"LOC105827816",NA,NA,7.30604575707434e-06,NA,NA,"worker larva","no","307658:001af7"
"LOC105827818",NA,NA,2.78043338678229e-05,NA,NA,"worker larva","no","307658:000395"
"LOC105827818","nurse abdomen → larva","CG",0.0346043655666165,"nurse",0.0802019950559462,"nurse abdomen","yes","307658:000395"
"LOC105827819","nurse head → larva","CH",0.00390383928321345,"nurse",0.0713041488129142,"nurse head","yes",NA
"LOC105827819",NA,NA,0.000820986920897927,NA,NA,"worker larva","no",NA
"LOC105827820",NA,NA,4.98007138552698e-08,NA,NA,"worker larva","no","307658:00473a"
"LOC105827823",NA,NA,1.08414488126365e-08,NA,NA,"worker larva","no","307658:0005d0"
"LOC105827823",NA,NA,0.0333093965187093,NA,NA,"nurse head","no","307658:0005d0"
"LOC105827825",NA,NA,3.34632633916725e-13,NA,NA,"worker larva","no",NA
"LOC105827828","larva → nurse abdomen","CG",6.22404539843142e-23,"larv",0.269748068159504,"worker larva","yes","307658:0025ad"
"LOC105827828","larva → nurse head","CH",6.22404539843142e-23,"larv",0.267352951032283,"worker larva","yes","307658:0025ad"
"LOC105827829","larva → nurse abdomen","CG",3.75317711997964e-45,"larv",0.315569033609853,"worker larva","yes","307658:0036c4"
"LOC105827829","larva → nurse head","CH",3.75317711997964e-45,"larv",0.29508907559426,"worker larva","yes","307658:0036c4"
"LOC105827830",NA,NA,2.96330251906843e-06,NA,NA,"worker larva","no","307658:00096c"
"LOC105827831",NA,NA,0.0467515892803274,NA,NA,"nurse head","no","307658:003da9"
"LOC105827832",NA,NA,7.72417838005882e-08,NA,NA,"worker larva","no","307658:002940"
"LOC105827834",NA,NA,4.91105421197007e-08,NA,NA,"worker larva","no","307658:0008d5"
"LOC105827836",NA,NA,1.4612626608307e-06,NA,NA,"worker larva","no",NA
"LOC105827837",NA,NA,0.048080704978266,NA,NA,"worker larva","no","307658:00499d"
"LOC105827837",NA,NA,0.048080704978266,NA,NA,"worker larva","no","307658:00498d"
"LOC105827838","larva → nurse abdomen","CG",2.6844378524266e-69,"larv",0.237006895197667,"worker larva","yes","307658:004bd9"
"LOC105827838","larva → nurse head","CH",2.6844378524266e-69,"larv",0.181130336023492,"worker larva","yes","307658:004bd9"
"LOC105827843","nurse head → larva","CH",0.0118088248713969,"nurse",0.0960837049012801,"nurse head","yes","307658:003a4b"
"LOC105827843",NA,NA,1.15518044478656e-12,NA,NA,"worker larva","no","307658:003a4b"
"LOC105827844","larva → nurse head","CH",2.02477670838363e-20,"larv",0.182293719825794,"worker larva","yes","307658:0036c6"
"LOC105827844","larva → nurse abdomen","CG",2.02477670838363e-20,"larv",0.185884641084987,"worker larva","yes","307658:0036c6"
"LOC105827846",NA,NA,0.00215121995302743,NA,NA,"worker larva","no","307658:003a4d"
"LOC105827846","nurse head → larva","CH",0.000691593495422719,"nurse",0.0991835768605182,"nurse head","yes","307658:003a4d"
"LOC105827848",NA,NA,5.41018912572681e-06,NA,NA,"worker larva","no","307658:004b1a"
"LOC105827850","nurse head → larva","CH",0.00880371691841674,"nurse",0.108419183478704,"nurse head","yes","307658:004421"
"LOC105827850",NA,NA,9.11446396474571e-13,NA,NA,"worker larva","no","307658:004421"
"LOC105827851",NA,NA,6.75517655464195e-07,NA,NA,"worker larva","no","307658:0027b0"
"LOC105827852",NA,NA,7.09746939311184e-05,NA,NA,"worker larva","no","307658:004422"
"LOC105827854",NA,NA,2.31813881033278e-09,NA,NA,"worker larva","no","307658:00373b"
"LOC105827855","nurse head → larva","CH",0.00346079833428398,"nurse",0.270811088894616,"nurse head","yes",NA
"LOC105827856",NA,NA,2.91319497889309e-09,NA,NA,"worker larva","no","307658:003a09"
"LOC105827858",NA,NA,4.87091351459905e-09,NA,NA,"worker larva","no",NA
"LOC105827860",NA,NA,0.000145864251816448,NA,NA,"worker larva","no","307658:0047f2"
"LOC105827863",NA,NA,0.000591441367362762,NA,NA,"worker larva","no","307658:004ece"
"LOC105827863",NA,NA,0.0337074750069026,NA,NA,"nurse head","no","307658:004ece"
"LOC105827865",NA,NA,0.0245523858823914,NA,NA,"nurse head","no",NA
"LOC105827869","nurse abdomen → larva","CG",0.0196581460400334,"nurse",0.0844044943652372,"nurse abdomen","yes","307658:004491"
"LOC105827870","larva → nurse abdomen","CG",8.07612618108845e-39,"larv",0.148989128726694,"worker larva","yes","307658:004da0"
"LOC105827870","larva → nurse head","CH",8.07612618108845e-39,"larv",0.181979355899664,"worker larva","yes","307658:004da0"
"LOC105827872",NA,NA,4.72609355276159e-12,NA,NA,"worker larva","no",NA
"LOC105827873",NA,NA,0.0181961858112568,NA,NA,"nurse head","no","307658:0041dd"
"LOC105827873",NA,NA,5.6300338255089e-13,NA,NA,"worker larva","no","307658:0041dd"
"LOC105827873","nurse abdomen → larva","CG",0.0191972265590622,"nurse",0.0624732123163205,"nurse abdomen","yes","307658:0041dd"
"LOC105827874",NA,NA,6.54298088434132e-11,NA,NA,"worker larva","no","307658:00474b"
"LOC105827875",NA,NA,6.07508223016796e-06,NA,NA,"worker larva","no",NA
"LOC105827875","nurse abdomen → larva","CG",0.0214374982966427,"nurse",0.0864488467074952,"nurse abdomen","yes",NA
"LOC105827876",NA,NA,2.29390616941243e-09,NA,NA,"worker larva","no",NA
"LOC105827878",NA,NA,0.00637746748926658,NA,NA,"worker larva","no","307658:003cfb"
"LOC105827879",NA,NA,0.000110352181597631,NA,NA,"worker larva","no","307658:003cfc"
"LOC105827881",NA,NA,6.44701233161402e-06,NA,NA,"worker larva","no","307658:00064d"
"LOC105827883",NA,NA,4.5550725089386e-06,NA,NA,"worker larva","no",NA
"LOC105827884",NA,NA,0.000118359787827248,NA,NA,"worker larva","no","307658:00447b"
"LOC105827886","larva → nurse abdomen","CG",2.33240445449764e-26,"larv",0.201699405174726,"worker larva","yes","307658:004d4d"
"LOC105827886","larva → nurse head","CH",2.33240445449764e-26,"larv",0.290737209712849,"worker larva","yes","307658:004d4d"
"LOC105827888",NA,NA,2.35117523929487e-17,NA,NA,"worker larva","no","307658:0034c7"
"LOC105827889",NA,NA,5.74197467750875e-11,NA,NA,"worker larva","no","307658:003f49"
"LOC105827890",NA,NA,0.00338461409297355,NA,NA,"worker larva","no","307658:004244"
"LOC105827890",NA,NA,0.0184471217159512,NA,NA,"nurse head","no","307658:004244"
"LOC105827892",NA,NA,0.0290022081649791,NA,NA,"worker larva","no","307658:0001e5"
"LOC105827893",NA,NA,0.0186000065290194,NA,NA,"nurse head","no","307658:0032e0"
"LOC105827894",NA,NA,0.0118525914134046,NA,NA,"worker larva","no","307658:0032e1"
"LOC105827895",NA,NA,3.43864779677699e-05,NA,NA,"worker larva","no","307658:0032e2"
"LOC105827896",NA,NA,0.000203936927653657,NA,NA,"worker larva","no","307658:00462b"
"LOC105827897",NA,NA,5.1482448000763e-15,NA,NA,"worker larva","no","307658:0032e3"
"LOC105827900","nurse abdomen → larva","CG",0.019999799850446,"nurse",0.0867587907012897,"nurse abdomen","yes",NA
"LOC105827900",NA,NA,0.016931479404967,NA,NA,"worker larva","no",NA
"LOC105827915",NA,NA,9.5703944966967e-10,NA,NA,"worker larva","no","307658:00466f"
"LOC105827925","larva → nurse head","CH",3.06840379400654e-66,"larv",0.162671501649398,"worker larva","yes","307658:004670"
"LOC105827925","larva → nurse abdomen","CG",3.06840379400654e-66,"larv",0.189696700377501,"worker larva","yes","307658:004670"
"LOC105827925","nurse abdomen → larva","CG",0.0286659545502365,"nurse",0.0956005270085469,"nurse abdomen","yes","307658:004670"
"LOC105827925",NA,NA,0.0248015059839889,NA,NA,"nurse head","no","307658:004670"
"LOC105827936",NA,NA,9.90148329877948e-07,NA,NA,"worker larva","no","307658:004a2d"
"LOC105827989",NA,NA,2.75477645572232e-08,NA,NA,"worker larva","no","307658:0026e7"
"LOC105828011",NA,NA,0.0126294202794441,NA,NA,"worker larva","no","307658:002685"
"LOC105828022","nurse head → larva","CH",0.0101097114112208,"nurse",0.0689624510593061,"nurse head","yes","307658:004ed0"
"LOC105828022",NA,NA,9.27730965311518e-05,NA,NA,"worker larva","no","307658:004ed0"
"LOC105828072","larva → nurse abdomen","CG",2.46661955958778e-95,"larv",0.18427312362622,"worker larva","yes",NA
"LOC105828072",NA,NA,0.0298502246706934,NA,NA,"nurse head","no",NA
"LOC105828072","larva → nurse head","CH",2.46661955958778e-95,"larv",0.170116110150719,"worker larva","yes",NA
"LOC105828088",NA,NA,1.67527389158937e-06,NA,NA,"worker larva","no","307658:0040ad"
"LOC105828121",NA,NA,0.00108888614159479,NA,NA,"worker larva","no","307658:002283"
"LOC105828122",NA,NA,0.000383959037131453,NA,NA,"nurse head","no","307658:0023ff"
"LOC105828122",NA,NA,2.30694829753278e-05,NA,NA,"worker larva","no","307658:0023ff"
"LOC105828123",NA,NA,0.0275364456008997,NA,NA,"nurse head","no","307658:003ea6"
"LOC105828123",NA,NA,0.0470029978432063,NA,NA,"worker larva","no","307658:003ea6"
"LOC105828123","nurse abdomen → larva","CG",0.0158716961071584,"nurse",0.13761060738182,"nurse abdomen","yes","307658:003ea6"
"LOC105828124","nurse head → larva","CH",0.00103767249164468,"nurse",0.21078817677426,"nurse head","yes","307658:003ea7"
"LOC105828125",NA,NA,0.000605212551458514,NA,NA,"worker larva","no","307658:004258"
"LOC105828126",NA,NA,3.31775965635852e-07,NA,NA,"worker larva","no","307658:004259"
"LOC105828129",NA,NA,0.0301923787057476,NA,NA,"worker larva","no","307658:004275"
"LOC105828130","nurse head → larva","CH",0.00170235184555392,"nurse",0.210517115018644,"nurse head","yes","307658:003e6f"
"LOC105828130",NA,NA,9.2202804305543e-10,NA,NA,"worker larva","no","307658:003e6f"
"LOC105828131","nurse head → larva","CH",0.00316344413342434,"nurse",0.0857785611049644,"nurse head","yes","307658:004276"
"LOC105828131",NA,NA,0.000242998381669404,NA,NA,"worker larva","no","307658:004276"
"LOC105828132",NA,NA,0.0380674097650565,NA,NA,"nurse head","no","307658:0045ec"
"LOC105828134",NA,NA,5.48888708861176e-07,NA,NA,"worker larva","no","307658:004dd6"
"LOC105828135",NA,NA,3.57622336023835e-05,NA,NA,"worker larva","no","307658:0048d7"
"LOC105828137",NA,NA,0.000414186431739282,NA,NA,"worker larva","no",NA
"LOC105828138","nurse abdomen → larva","CG",0.00786351277818457,"nurse",0.106245586043659,"nurse abdomen","yes","307658:003d53"
"LOC105828138",NA,NA,1.28338773796390e-09,NA,NA,"worker larva","no","307658:003d53"
"LOC105828142",NA,NA,4.92799985356115e-07,NA,NA,"worker larva","no","307658:0045cc"
"LOC105828144",NA,NA,0.0262508152672889,NA,NA,"worker larva","no","307658:004ef7"
"LOC105828146",NA,NA,5.35147981546611e-11,NA,NA,"worker larva","no","307658:003cd6"
"LOC105828149",NA,NA,0.000269902415064536,NA,NA,"worker larva","no","307658:004d16"
"LOC105828152",NA,NA,1.39781954231525e-12,NA,NA,"worker larva","no","307658:0039b8"
"LOC105828152",NA,NA,0.0358048119658592,NA,NA,"nurse head","no","307658:0039b8"
"LOC105828153",NA,NA,0.00772967588064762,NA,NA,"worker larva","no","307658:0039b9"
"LOC105828154",NA,NA,2.26191285599536e-19,NA,NA,"worker larva","no","307658:0039ba"
"LOC105828155",NA,NA,0.0210014611508271,NA,NA,"worker larva","no","307658:004953"
"LOC105828156","larva → nurse head","CH",8.08489943593418e-70,"larv",0.167067617663722,"worker larva","yes","307658:004f98"
"LOC105828156","larva → nurse abdomen","CG",8.08489943593418e-70,"larv",0.144635162146663,"worker larva","yes","307658:004f98"
"LOC105828156","nurse head → larva","CH",0.00288718453405384,"nurse",0.193266744972703,"nurse head","yes","307658:004f98"
"LOC105828159",NA,NA,4.97630008140637e-10,NA,NA,"worker larva","no","307658:00220b"
"LOC105828160",NA,NA,1.42750171376859e-07,NA,NA,"worker larva","no","307658:0031aa"
"LOC105828160","nurse abdomen → larva","CG",0.021633825359403,"nurse",0.0849415433902459,"nurse abdomen","yes","307658:0031aa"
"LOC105828160","nurse head → larva","CH",0.000530569904810435,"nurse",0.187238864363584,"nurse head","yes","307658:0031aa"
"LOC105828161","nurse abdomen → larva","CG",0.00947507084403094,"nurse",0.246986416288875,"nurse abdomen","yes","307658:0043a0"
"LOC105828161",NA,NA,0.0316950190437664,NA,NA,"nurse head","no","307658:0043a0"
"LOC105828161",NA,NA,1.3150030122191e-06,NA,NA,"worker larva","no","307658:0043a0"
"LOC105828162",NA,NA,0.014943725934219,NA,NA,"worker larva","no",NA
"LOC105828163",NA,NA,0.000247322434637255,NA,NA,"worker larva","no","307658:000de0"
"LOC105828163","nurse abdomen → larva","CG",0.000686863247756964,"nurse",0.140627131209536,"nurse abdomen","yes","307658:000de0"
"LOC105828164",NA,NA,1.1592857277397e-05,NA,NA,"worker larva","no",NA
"LOC105828166",NA,NA,0.000284177362608165,NA,NA,"worker larva","no","307658:004bbb"
"LOC105828166","nurse head → larva","CH",0.0075053172791533,"nurse",0.082271576646485,"nurse head","yes","307658:004bbb"
"LOC105828169",NA,NA,0.0124140761395407,NA,NA,"worker larva","no","307658:0001f9"
"LOC105828170",NA,NA,2.05313402822999e-10,NA,NA,"worker larva","no","307658:003a27"
"LOC105828171",NA,NA,0.000581030576463067,NA,NA,"worker larva","no","307658:0041ba"
"LOC105828171","nurse head → larva","CH",0.000323624482388467,"nurse",0.152094087564681,"nurse head","yes","307658:0041ba"
"LOC105828171","nurse abdomen → larva","CG",0.030433014652869,"nurse",0.0933095019216878,"nurse abdomen","yes","307658:0041ba"
"LOC105828172","nurse head → larva","CH",0.00159515833762734,"nurse",0.107520583217255,"nurse head","yes",NA
"LOC105828172","nurse abdomen → larva","CG",0.0178744608295218,"nurse",0.0882867895664906,"nurse abdomen","yes",NA
"LOC105828172",NA,NA,2.44503092007769e-10,NA,NA,"worker larva","no",NA
"LOC105828174",NA,NA,0.00288803156145986,NA,NA,"nurse abdomen","no","307658:0024bc"
"LOC105828174",NA,NA,0.00011213050475512,NA,NA,"worker larva","no","307658:0024bc"
"LOC105828175",NA,NA,0.000906432726541237,NA,NA,"worker larva","no","307658:00429f"
"LOC105828176","nurse head → larva","CH",0.0145310079821526,"nurse",0.0982921124237531,"nurse head","yes","307658:0045b4"
"LOC105828176","nurse abdomen → larva","CG",0.0235719794500631,"nurse",0.0716325887031158,"nurse abdomen","yes","307658:0045b4"
"LOC105828178","nurse head → larva","CH",0.00613654215388199,"nurse",0.114737745029119,"nurse head","yes",NA
"LOC105828178",NA,NA,5.50604417238882e-07,NA,NA,"worker larva","no",NA
"LOC105828179",NA,NA,3.63488992807381e-08,NA,NA,"worker larva","no","307658:00233e"
"LOC105828179","nurse head → larva","CH",0.0178740778449485,"nurse",0.235232016663216,"nurse head","yes","307658:00233e"
"LOC105828182",NA,NA,5.38269000226626e-08,NA,NA,"worker larva","no","307658:000cce"
"LOC105828183",NA,NA,6.81059621989638e-18,NA,NA,"worker larva","no","307658:000765"
"LOC105828185",NA,NA,1.88755038311006e-05,NA,NA,"worker larva","no","307658:003c11"
"LOC105828185",NA,NA,0.0257757668069831,NA,NA,"nurse head","no","307658:003c11"
"LOC105828186",NA,NA,0.00944472412177482,NA,NA,"worker larva","no","307658:004459"
"LOC105828187",NA,NA,1.79020900397516e-08,NA,NA,"worker larva","no","307658:00445a"
"LOC105828188",NA,NA,0.00187366493167822,NA,NA,"worker larva","no","307658:004d46"
"LOC105828190","nurse abdomen → larva","CG",0.0242005084570467,"nurse",0.0779142374731226,"nurse abdomen","yes","307658:00362f"
"LOC105828190",NA,NA,1.07528483872502e-11,NA,NA,"worker larva","no","307658:00362f"
"LOC105828190","nurse head → larva","CH",0.000367644077323132,"nurse",0.196142579088914,"nurse head","yes","307658:00362f"
"LOC105828192",NA,NA,0.00596738464220124,NA,NA,"worker larva","no","307658:003631"
"LOC105828193",NA,NA,0.00377900394599569,NA,NA,"worker larva","no","307658:000230"
"LOC105828194",NA,NA,8.50356248003528e-07,NA,NA,"worker larva","no","307658:003ad3"
"LOC105828195",NA,NA,0.00213116535995643,NA,NA,"worker larva","no","307658:0022e0"
"LOC105828198","nurse head → larva","CH",0.00826382204163829,"nurse",0.0750157461976659,"nurse head","yes","307658:002370"
"LOC105828199",NA,NA,0.000982442426012374,NA,NA,"worker larva","no","307658:0046c1"
"LOC105828201",NA,NA,3.16304259664918e-08,NA,NA,"worker larva","no","307658:000c32"
"LOC105828201",NA,NA,0.0485031135979321,NA,NA,"nurse abdomen","no","307658:000c32"
"LOC105828205",NA,NA,9.89026198974817e-05,NA,NA,"worker larva","no","307658:00246b"
"LOC105828205","nurse abdomen → larva","CG",0.01984832239502,"nurse",0.107877962959054,"nurse abdomen","yes","307658:00246b"
"LOC105828207",NA,NA,0.025023198341442,NA,NA,"worker larva","no","307658:002b80"
"LOC105828208",NA,NA,0.00889567051466933,NA,NA,"worker larva","no","307658:003a8b"
"LOC105828210",NA,NA,0.000664697425967041,NA,NA,"worker larva","no","307658:003a8d"
"LOC105828213",NA,NA,1.17672694661684e-08,NA,NA,"worker larva","no","307658:0042af"
"LOC105828215",NA,NA,7.51581255131868e-06,NA,NA,"worker larva","no","307658:004e17"
"LOC105828217",NA,NA,0.000396259904781055,NA,NA,"worker larva","no","307658:004025"
"LOC105828217","nurse head → larva","CH",9.64800232134202e-09,"nurse",0.192603432235012,"nurse head","yes","307658:004025"
"LOC105828217",NA,NA,0.00184460482229064,NA,NA,"nurse abdomen","no","307658:004025"
"LOC105828218","nurse abdomen → larva","CG",0.0109605973856299,"nurse",0.107205271097079,"nurse abdomen","yes","307658:004d6c"
"LOC105828218",NA,NA,0.000533411551831964,NA,NA,"worker larva","no","307658:004d6c"
"LOC105828218",NA,NA,0.0346217677314098,NA,NA,"nurse head","no","307658:004d6c"
"LOC105828219",NA,NA,0.0437671652685114,NA,NA,"worker larva","no","307658:004156"
"LOC105828221",NA,NA,3.02182487640476e-13,NA,NA,"worker larva","no",NA
"LOC105828222",NA,NA,0.044964220501079,NA,NA,"nurse head","no","307658:0020ca"
"LOC105828222",NA,NA,0.00102022434005885,NA,NA,"worker larva","no","307658:0020ca"
"LOC105828225","nurse head → larva","CH",0.00711759979353247,"nurse",0.127611718523829,"nurse head","yes","307658:004cc6"
"LOC105828225",NA,NA,6.31078737557527e-06,NA,NA,"worker larva","no","307658:004cc6"
"LOC105828226",NA,NA,0.00024004327559802,NA,NA,"worker larva","no","307658:002197"
"LOC105828227","nurse head → larva","CH",0.0155741190653425,"nurse",0.07305991636611,"nurse head","yes",NA
"LOC105828228","nurse abdomen → larva","CG",0.00374158892422998,"nurse",0.0837025135774202,"nurse abdomen","yes","307658:004cec"
"LOC105828230","larva → nurse abdomen","CG",1.2271990426008e-121,"larv",0.179867832534046,"worker larva","yes","307658:000686"
"LOC105828230",NA,NA,0.00121112486858993,NA,NA,"nurse head","no","307658:000686"
"LOC105828230","larva → nurse head","CH",1.2271990426008e-121,"larv",0.188036048968757,"worker larva","yes","307658:000686"
"LOC105828233",NA,NA,7.49063293580278e-08,NA,NA,"worker larva","no","307658:004ff4"
"LOC105828235",NA,NA,0.000393382454190093,NA,NA,"worker larva","no","307658:004d95"
"LOC105828236",NA,NA,2.35689660894021e-05,NA,NA,"worker larva","no","307658:003b15"
"LOC105828240",NA,NA,4.38550053305274e-08,NA,NA,"worker larva","no","307658:0043ec"
"LOC105828241","larva → nurse head","CH",1.73080656777982e-21,"larv",0.233463999207677,"worker larva","yes",NA
"LOC105828241","larva → nurse abdomen","CG",1.73080656777982e-21,"larv",0.189666513134018,"worker larva","yes",NA
"LOC105828242",NA,NA,6.12392871460296e-09,NA,NA,"worker larva","no","307658:003def"
"LOC105828243",NA,NA,0.0459720130274088,NA,NA,"nurse head","no","307658:002098"
"LOC105828243",NA,NA,0.00102511277003562,NA,NA,"worker larva","no","307658:002098"
"LOC105828244",NA,NA,4.00966503085301e-15,NA,NA,"worker larva","no","307658:004354"
"LOC105828244","nurse head → larva","CH",5.7210991287185e-06,"nurse",0.134644467983403,"nurse head","yes","307658:004354"
"LOC105828245",NA,NA,4.15674725305474e-05,NA,NA,"worker larva","no","307658:004355"
"LOC105828247",NA,NA,1.12337347624674e-07,NA,NA,"worker larva","no","307658:00437b"
