"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105836937","nurse head → larva","CH",5.79477610340704e-06,"nurse",0.324281186568934,"nurse head","yes","307658:004816"
"LOC105836937","larva → nurse head","CH",9.34757767587638e-77,"larv",0.165846246127459,"worker larva","yes","307658:004816"
"LOC105836938","larva → nurse abdomen","CG",2.03515067082573e-62,"larv",0.143482268032776,"worker larva","yes","307658:004817"
"LOC105836938","larva → nurse head","CH",2.03515067082573e-62,"larv",0.222423494501784,"worker larva","yes","307658:004817"
"LOC105836939",NA,NA,0.00030923646291363,NA,NA,"worker larva","no","307658:0000ab"
"LOC105836941",NA,NA,1.02511372817292e-05,NA,NA,"worker larva","no","307658:003bcf"
"LOC105836941","nurse head → larva","CH",4.40813633846331e-06,"nurse",0.215032696128245,"nurse head","yes","307658:003bcf"
"LOC105836941","nurse abdomen → larva","CG",0.031413743133574,"nurse",0.0795358420917889,"nurse abdomen","yes","307658:003bcf"
"LOC105836942",NA,NA,9.55677622621043e-08,NA,NA,"worker larva","no","307658:003bd0"
"LOC105836943",NA,NA,9.49555864395654e-10,NA,NA,"worker larva","no","307658:00361d"
"LOC105836944",NA,NA,0.00143396157988504,NA,NA,"worker larva","no","307658:003e93"
"LOC105836945",NA,NA,3.10861143827288e-06,NA,NA,"worker larva","no","307658:003e94"
"LOC105836945","nurse head → larva","CH",0.00175804668416692,"nurse",0.103408996216848,"nurse head","yes","307658:003e94"
"LOC105836946",NA,NA,0.000172108390218362,NA,NA,"worker larva","no","307658:003e95"
"LOC105836946",NA,NA,0.0330388315844163,NA,NA,"nurse head","no","307658:003e95"
"LOC105836947",NA,NA,0.0108010141062334,NA,NA,"worker larva","no","307658:003e96"
"LOC105836947",NA,NA,0.0435449283365105,NA,NA,"nurse abdomen","no","307658:003e96"
"LOC105836948","nurse head → larva","CH",0.000126923392011739,"nurse",0.104211965290552,"nurse head","yes","307658:00436f"
"LOC105836950",NA,NA,2.31194535889446e-14,NA,NA,"worker larva","no","307658:004ac7"
"LOC105836951",NA,NA,1.52720065899415e-05,NA,NA,"worker larva","no","307658:00361e"
"LOC105836952",NA,NA,0.000652476957008788,NA,NA,"worker larva","no","307658:004b15"
"LOC105836953",NA,NA,0.0451984896808697,NA,NA,"worker larva","no","307658:004b16"
"LOC105836953","nurse head → larva","CH",0.00898843470564101,"nurse",0.12015444463337,"nurse head","yes","307658:004b16"
"LOC105836954",NA,NA,1.69791656905651e-05,NA,NA,"worker larva","no","307658:004d26"
"LOC105836955",NA,NA,1.20653318804402e-06,NA,NA,"worker larva","no",NA
"LOC105836956","larva → nurse head","CH",2.66913549821563e-27,"larv",0.151281719888748,"worker larva","yes","307658:00019d"
"LOC105836956","larva → nurse abdomen","CG",2.66913549821563e-27,"larv",0.178714402024877,"worker larva","yes","307658:00019d"
"LOC105836957",NA,NA,2.3130660433429e-07,NA,NA,"worker larva","no","307658:003494"
"LOC105836958",NA,NA,2.37557967462976e-10,NA,NA,"worker larva","no","307658:003fe9"
"LOC105836961",NA,NA,0.0465146735609764,NA,NA,"nurse abdomen","no","307658:003ff9"
"LOC105836961",NA,NA,0.033942288963489,NA,NA,"nurse head","no","307658:003ff9"
"LOC105836962",NA,NA,0.00844548155230133,NA,NA,"worker larva","no","307658:003ffa"
"LOC105836964",NA,NA,1.24256891005651e-10,NA,NA,"worker larva","no","307658:0037ed"
"LOC105836964","nurse abdomen → larva","CG",0.0321568097287286,"nurse",0.0696298972061528,"nurse abdomen","yes","307658:0037ed"
"LOC105836966","nurse abdomen → larva","CG",8.47807610417703e-06,"nurse",0.142259213979481,"nurse abdomen","yes",NA
"LOC105836966","larva → nurse abdomen","CG",8.95003534482381e-28,"larv",0.215597037482671,"worker larva","yes",NA
"LOC105836966","larva → nurse head","CH",8.95003534482381e-28,"larv",0.198187516324793,"worker larva","yes",NA
"LOC105836967",NA,NA,0.0320849795274215,NA,NA,"worker larva","no","307658:000397"
"LOC105836967","nurse head → larva","CH",8.51043550947953e-13,"nurse",0.323417183473957,"nurse head","yes","307658:000397"
"LOC105836968",NA,NA,0.00725510435302488,NA,NA,"worker larva","no","307658:003acb"
"LOC105836970",NA,NA,0.000718000446138652,NA,NA,"worker larva","no","307658:003acc"
"LOC105836971",NA,NA,0.0277879805557061,NA,NA,"worker larva","no","307658:0040cb"
"LOC105836973","nurse abdomen → larva","CG",0.00580605595385195,"nurse",0.0747145970672064,"nurse abdomen","yes","307658:001633"
"LOC105836973",NA,NA,1.68174459822415e-07,NA,NA,"worker larva","no","307658:001633"
"LOC105836976",NA,NA,0.000826787539330947,NA,NA,"worker larva","no","307658:002e5f"
"LOC105836977","nurse head → larva","CH",0.00151713855429255,"nurse",0.0940370777553189,"nurse head","yes","307658:002e60"
"LOC105836977",NA,NA,3.95379835548562e-10,NA,NA,"worker larva","no","307658:002e60"
"LOC105836978",NA,NA,1.25845278122474e-07,NA,NA,"worker larva","no","307658:002e61"
"LOC105836980",NA,NA,0.000357079809137195,NA,NA,"worker larva","no","307658:003679"
"LOC105836981",NA,NA,1.82998922625017e-05,NA,NA,"worker larva","no","307658:003a1b"
"LOC105836981",NA,NA,0.0494694270509627,NA,NA,"nurse head","no","307658:003a1b"
"LOC105836982",NA,NA,5.42496381328967e-07,NA,NA,"worker larva","no","307658:003620"
"LOC105836982",NA,NA,0.0354717000491735,NA,NA,"nurse head","no","307658:003620"
"LOC105836983",NA,NA,3.50875889514534e-11,NA,NA,"worker larva","no","307658:003a1c"
"LOC105836984","larva → nurse abdomen","CG",1.74722382764221e-45,"larv",0.200776549498562,"worker larva","yes","307658:00400b"
"LOC105836984","larva → nurse head","CH",1.74722382764221e-45,"larv",0.336609524764938,"worker larva","yes","307658:00400b"
"LOC105836985",NA,NA,7.42760190707642e-08,NA,NA,"worker larva","no","307658:00400c"
"LOC105836986",NA,NA,0.00802293268904139,NA,NA,"worker larva","no","307658:004483"
"LOC105836987",NA,NA,3.09383075805445e-10,NA,NA,"worker larva","no","307658:0046bf"
"LOC105836988",NA,NA,6.85173648581896e-09,NA,NA,"worker larva","no","307658:0046c0"
"LOC105836989",NA,NA,1.57724046007094e-06,NA,NA,"worker larva","no","307658:0047fd"
"LOC105836990",NA,NA,0.000328693483285693,NA,NA,"worker larva","no","307658:004272"
"LOC105836991","larva → nurse abdomen","CG",2.45134051832336e-26,"larv",0.139944763012715,"worker larva","yes","307658:0044e0"
"LOC105836991","larva → nurse head","CH",2.45134051832336e-26,"larv",0.167845059155865,"worker larva","yes","307658:0044e0"
"LOC105836991","nurse abdomen → larva","CG",0.0224935940184383,"nurse",0.085370401879151,"nurse abdomen","yes","307658:0044e0"
"LOC105836992",NA,NA,0.000884641751827078,NA,NA,"worker larva","no","307658:004b85"
"LOC105836992","nurse abdomen → larva","CG",0.0384099681250465,"nurse",0.0741435419941424,"nurse abdomen","yes","307658:004b85"
"LOC105836993",NA,NA,0.0075462893104732,NA,NA,"worker larva","no","307658:003ef6"
"LOC105836995",NA,NA,4.00440671043542e-08,NA,NA,"worker larva","no","307658:003ef8"
"LOC105836996",NA,NA,5.86081941341268e-07,NA,NA,"worker larva","no","307658:0038c7"
"LOC105836997",NA,NA,2.06257217285835e-10,NA,NA,"worker larva","no","307658:003eeb"
"LOC105836998",NA,NA,7.75752384225421e-05,NA,NA,"worker larva","no","307658:003621"
"LOC105836998","nurse head → larva","CH",0.0071914654729612,"nurse",0.0878453748577091,"nurse head","yes","307658:003621"
"LOC105836999",NA,NA,0.000367443585872015,NA,NA,"worker larva","no","307658:003eec"
"LOC105836999","nurse abdomen → larva","CG",0.0362847225994777,"nurse",0.079762729541123,"nurse abdomen","yes","307658:003eec"
"LOC105837000","nurse head → larva","CH",0.00778983488940466,"nurse",0.109990224486534,"nurse head","yes","307658:0040f2"
"LOC105837000",NA,NA,0.000134786945028963,NA,NA,"worker larva","no","307658:0040f2"
"LOC105837001",NA,NA,8.95734070039871e-06,NA,NA,"worker larva","no","307658:0040f3"
"LOC105837003",NA,NA,2.22147293093361e-18,NA,NA,"worker larva","no","307658:0016b7"
"LOC105837004",NA,NA,3.52014594530769e-10,NA,NA,"worker larva","no","307658:0016b9"
"LOC105837005",NA,NA,0.033106827231674,NA,NA,"worker larva","no","307658:002467"
"LOC105837006",NA,NA,1.14790105639676e-07,NA,NA,"worker larva","no","307658:0026bc"
"LOC105837007",NA,NA,0.000157868587574561,NA,NA,"nurse head","no","307658:003941"
"LOC105837008",NA,NA,7.99435529073236e-14,NA,NA,"worker larva","no","307658:004fdd"
"LOC105837009",NA,NA,0.0438918669880827,NA,NA,"worker larva","no","307658:003942"
"LOC105837010",NA,NA,1.58963367881693e-09,NA,NA,"worker larva","no","307658:003943"
"LOC105837011","larva → nurse head","CH",2.45246578105841e-117,"larv",0.173138860292726,"worker larva","yes","307658:00420d"
"LOC105837011","larva → nurse abdomen","CG",2.45246578105841e-117,"larv",0.148794224324711,"worker larva","yes","307658:00420d"
"LOC105837012","nurse abdomen → larva","CG",0.00158525782517534,"nurse",0.113809403524608,"nurse abdomen","yes","307658:00420e"
"LOC105837015",NA,NA,0.000617882778002566,NA,NA,"worker larva","no","307658:0043c7"
"LOC105837016",NA,NA,1.35769793255376e-05,NA,NA,"worker larva","no","307658:0044d9"
"LOC105837017",NA,NA,0.000633863228055057,NA,NA,"worker larva","no",NA
"LOC105837018",NA,NA,0.0325996000453032,NA,NA,"worker larva","no","307658:004752"
"LOC105837018","nurse abdomen → larva","CG",0.00945888017754135,"nurse",0.0669279890539611,"nurse abdomen","yes","307658:004752"
"LOC105837019",NA,NA,0.000420959643434852,NA,NA,"worker larva","no","307658:0048f8"
"LOC105837019","nurse head → larva","CH",0.0126433673779989,"nurse",0.150856679084215,"nurse head","yes","307658:0048f8"
"LOC105837020",NA,NA,7.27409151630385e-06,NA,NA,"worker larva","no","307658:00495c"
"LOC105837022",NA,NA,1.40472698245656e-06,NA,NA,"worker larva","no",NA
"LOC105837022",NA,NA,0.02558549043191,NA,NA,"nurse abdomen","no",NA
"LOC105837023","larva → nurse head","CH",1.01988756725184e-19,"larv",0.241756128442072,"worker larva","yes","307658:004a97"
"LOC105837023","larva → nurse abdomen","CG",1.01988756725184e-19,"larv",0.178045788486971,"worker larva","yes","307658:004a97"
"LOC105837024",NA,NA,9.46237341447154e-12,NA,NA,"worker larva","no","307658:004abf"
"LOC105837025",NA,NA,0.00334797111107781,NA,NA,"worker larva","no","307658:004b88"
"LOC105837027",NA,NA,2.15312274642107e-06,NA,NA,"worker larva","no","307658:004c22"
"LOC105837027","nurse head → larva","CH",0.0107897423203366,"nurse",0.0713993812539739,"nurse head","yes","307658:004c22"
"LOC105837028","nurse abdomen → larva","CG",0.00087625928422482,"nurse",0.126389477260129,"nurse abdomen","yes","307658:004f86"
"LOC105837028",NA,NA,0.000334895741252249,NA,NA,"nurse head","no","307658:004f86"
"LOC105837028",NA,NA,0.000236890547235483,NA,NA,"worker larva","no","307658:004f86"
"LOC105837029",NA,NA,0.00012541064687594,NA,NA,"worker larva","no","307658:00464f"
"LOC105837031","larva → nurse abdomen","CG",6.17739953769501e-26,"larv",0.182582060966565,"worker larva","yes","307658:005019"
"LOC105837031","larva → nurse head","CH",6.17739953769501e-26,"larv",0.265077070495879,"worker larva","yes","307658:005019"
"LOC105837031","nurse head → larva","CH",2.10740101689735e-06,"nurse",0.273013746306582,"nurse head","yes","307658:005019"
"LOC105837032",NA,NA,7.5595607027303e-19,NA,NA,"worker larva","no","307658:005085"
"LOC105837033",NA,NA,5.84163002609403e-14,NA,NA,"worker larva","no","307658:00086c"
"LOC105837036",NA,NA,6.19771521667549e-06,NA,NA,"worker larva","no","307658:003b28"
"LOC105837038",NA,NA,0.0432803285992669,NA,NA,"worker larva","no","307658:00336f"
"LOC105837040",NA,NA,6.34537992825719e-05,NA,NA,"worker larva","no","307658:003371"
"LOC105837041",NA,NA,0.00144076502645418,NA,NA,"worker larva","no","307658:003372"
"LOC105837042",NA,NA,0.000488508834704071,NA,NA,"worker larva","no","307658:003373"
"LOC105837043","larva → nurse head","CH",2.35087366314772e-35,"larv",0.189011487449942,"worker larva","yes","307658:003374"
"LOC105837043","larva → nurse abdomen","CG",2.35087366314772e-35,"larv",0.177697508686551,"worker larva","yes","307658:003374"
"LOC105837044",NA,NA,0.0209101308878735,NA,NA,"worker larva","no","307658:001906"
"LOC105837045",NA,NA,0.0422371067994614,NA,NA,"nurse head","no","307658:003338"
"LOC105837047",NA,NA,1.61926901328563e-10,NA,NA,"worker larva","no","307658:00333a"
"LOC105837049","nurse abdomen → larva","CG",0.0252771452555603,"nurse",0.0728565891675052,"nurse abdomen","yes","307658:004ba3"
"LOC105837049",NA,NA,2.36621938561144e-12,NA,NA,"worker larva","no","307658:004ba3"
"LOC105837050",NA,NA,0.0453088390784912,NA,NA,"nurse head","no","307658:0004f5"
"LOC105837050",NA,NA,1.68259056556878e-05,NA,NA,"worker larva","no","307658:0004f5"
"LOC105837051",NA,NA,2.93522107767085e-05,NA,NA,"worker larva","no","307658:0000a0"
"LOC105837051","nurse abdomen → larva","CG",0.0165169282341919,"nurse",0.0806678035676769,"nurse abdomen","yes","307658:0000a0"
"LOC105837052",NA,NA,0.000313203542218022,NA,NA,"worker larva","no","307658:0017c6"
"LOC105837054",NA,NA,0.0345600866030649,NA,NA,"nurse head","no","307658:002109"
"LOC105837054",NA,NA,3.73698921401253e-07,NA,NA,"worker larva","no","307658:002109"
"LOC105837055",NA,NA,8.74276945431398e-16,NA,NA,"worker larva","no","307658:002412"
"LOC105837056",NA,NA,0.0337332992840276,NA,NA,"worker larva","no","307658:0025ff"
"LOC105837058",NA,NA,1.51244809164372e-13,NA,NA,"worker larva","no","307658:004650"
"LOC105837059","nurse head → larva","CH",0.00167754666951405,"nurse",0.0986641915213269,"nurse head","yes","307658:003cc6"
"LOC105837059",NA,NA,1.8144345745968e-10,NA,NA,"worker larva","no","307658:003cc6"
"LOC105837060",NA,NA,2.07791076786162e-15,NA,NA,"worker larva","no","307658:003cc7"
"LOC105837060",NA,NA,0.014120460913698,NA,NA,"nurse head","no","307658:003cc7"
"LOC105837062","nurse abdomen → larva","CG",0.0119119323302809,"nurse",0.0853659854929465,"nurse abdomen","yes","307658:003cc9"
"LOC105837062",NA,NA,2.62272332694723e-16,NA,NA,"worker larva","no","307658:003cc9"
"LOC105837062",NA,NA,0.00766111448848426,NA,NA,"nurse head","no","307658:003cc9"
"LOC105837063",NA,NA,0.00442935374342988,NA,NA,"worker larva","no",NA
"LOC105837064",NA,NA,0.0232635859831508,NA,NA,"worker larva","no","307658:003ccb"
"LOC105837065",NA,NA,0.035415000860931,NA,NA,"worker larva","no","307658:00402f"
"LOC105837068",NA,NA,1.14955465618877e-09,NA,NA,"worker larva","no","307658:0041cf"
"LOC105837071",NA,NA,1.47678197317104e-08,NA,NA,"worker larva","no","307658:004251"
"LOC105837072","nurse head → larva","CH",0.00599198324073399,"nurse",0.120649880218977,"nurse head","yes","307658:0042e9"
"LOC105837072","nurse abdomen → larva","CG",0.0013703203555099,"nurse",0.0982474119625524,"nurse abdomen","yes","307658:0042e9"
"LOC105837072",NA,NA,2.24070343255449e-10,NA,NA,"worker larva","no","307658:0042e9"
"LOC105837073",NA,NA,3.01499010272644e-11,NA,NA,"worker larva","no",NA
"LOC105837074",NA,NA,9.35122584861109e-16,NA,NA,"worker larva","no","307658:000346"
"LOC105837074","nurse head → larva","CH",0.0125178924017054,"nurse",0.103511168698971,"nurse head","yes","307658:000346"
"LOC105837075","nurse abdomen → larva","CG",0.00113913111842616,"nurse",0.160751799301683,"nurse abdomen","yes","307658:003df1"
"LOC105837075","larva → nurse abdomen","CG",2.22986959668602e-32,"larv",0.212734645685566,"worker larva","yes","307658:003df1"
"LOC105837075","larva → nurse head","CH",2.22986959668602e-32,"larv",0.172659685636416,"worker larva","yes","307658:003df1"
"LOC105837075","nurse head → larva","CH",2.71285485958021e-05,"nurse",0.408749150744369,"nurse head","yes","307658:003df1"
"LOC105837076","nurse abdomen → larva","CG",0.0201633956412013,"nurse",0.0743457173039601,"nurse abdomen","yes","307658:003df2"
"LOC105837076",NA,NA,0.000409573410601373,NA,NA,"worker larva","no","307658:003df2"
"LOC105837076",NA,NA,0.0319964110667369,NA,NA,"nurse head","no","307658:003df2"
"LOC105837077",NA,NA,0.00434473294484767,NA,NA,"worker larva","no","307658:003df3"
"LOC105837077","nurse head → larva","CH",0.0119770914791173,"nurse",0.0962121108416234,"nurse head","yes","307658:003df3"
"LOC105837078",NA,NA,0.00923948459397471,NA,NA,"nurse head","no","307658:003df4"
"LOC105837078",NA,NA,1.24851209832953e-05,NA,NA,"worker larva","no","307658:003df4"
"LOC105837079",NA,NA,0.0259591635156038,NA,NA,"worker larva","no","307658:002180"
"LOC105837081","nurse head → larva","CH",0.000204845084544674,"nurse",0.100745984195712,"nurse head","yes","307658:002367"
"LOC105837081",NA,NA,0.00228739582657717,NA,NA,"worker larva","no","307658:002367"
"LOC105837082",NA,NA,0.0290186058292625,NA,NA,"worker larva","no","307658:003253"
"LOC105837083",NA,NA,0.000988941451583008,NA,NA,"worker larva","no","307658:003254"
"LOC105837084",NA,NA,0.000680322968676965,NA,NA,"worker larva","no",NA
"LOC105837085",NA,NA,5.9809407214704e-06,NA,NA,"worker larva","no","307658:003256"
"LOC105837086",NA,NA,0.00149310068774857,NA,NA,"worker larva","no","307658:003257"
"LOC105837088",NA,NA,5.99660532147219e-06,NA,NA,"worker larva","no","307658:003ec4"
"LOC105837089",NA,NA,0.000371246157423581,NA,NA,"worker larva","no","307658:004831"
"LOC105837090",NA,NA,0.00898172327145683,NA,NA,"worker larva","no","307658:002fe3"
"LOC105837091","nurse abdomen → larva","CG",0.00279715536420984,"nurse",0.0900916888334699,"nurse abdomen","yes","307658:002fe4"
"LOC105837091",NA,NA,3.34550752726215e-05,NA,NA,"worker larva","no","307658:002fe4"
"LOC105837092",NA,NA,0.000348539954929405,NA,NA,"worker larva","no","307658:002fe5"
"LOC105837094",NA,NA,1.17775170475862e-10,NA,NA,"worker larva","no","307658:002fe6"
"LOC105837094",NA,NA,0.029780752678003,NA,NA,"nurse head","no","307658:002fe6"
"LOC105837095",NA,NA,1.70113819349604e-05,NA,NA,"worker larva","no","307658:00471b"
"LOC105837096",NA,NA,3.25820072208401e-11,NA,NA,"worker larva","no","307658:00026a"
"LOC105837098",NA,NA,0.025492586034741,NA,NA,"nurse head","no","307658:003b22"
"LOC105837100",NA,NA,1.70919877860059e-08,NA,NA,"worker larva","no","307658:004681"
"LOC105837100",NA,NA,0.0471183050299226,NA,NA,"nurse abdomen","no","307658:004681"
"LOC105837104","nurse abdomen → larva","CG",0.0225034242458987,"nurse",0.0739262240236622,"nurse abdomen","yes","307658:0006ba"
"LOC105837104",NA,NA,0.0363130257316267,NA,NA,"nurse head","no","307658:0006ba"
"LOC105837107",NA,NA,3.30619421190644e-07,NA,NA,"worker larva","no","307658:004e95"
"LOC105837108",NA,NA,0.031210509017279,NA,NA,"worker larva","no","307658:00257f"
"LOC105837109","nurse abdomen → larva","CG",0.00110978312412128,"nurse",0.0864668518865084,"nurse abdomen","yes","307658:004037"
"LOC105837111",NA,NA,0.041868466253867,NA,NA,"worker larva","no","307658:004038"
"LOC105837112",NA,NA,0.000297354870974801,NA,NA,"worker larva","no","307658:0043d3"
"LOC105837116",NA,NA,1.11425832907045e-08,NA,NA,"worker larva","no","307658:00449f"
"LOC105837117","larva → nurse head","CH",1.65184829200981e-24,"larv",0.137725435424982,"worker larva","yes","307658:0044a0"
"LOC105837117","nurse abdomen → larva","CG",0.0201911204243325,"nurse",0.108404675538263,"nurse abdomen","yes","307658:0044a0"
"LOC105837117","larva → nurse abdomen","CG",1.65184829200981e-24,"larv",0.19107693601629,"worker larva","yes","307658:0044a0"
"LOC105837120",NA,NA,9.16177672760376e-05,NA,NA,"worker larva","no","307658:0026f6"
"LOC105837122",NA,NA,9.90492379257098e-08,NA,NA,"worker larva","no","307658:0026f7"
"LOC105837123",NA,NA,0.000130771870883986,NA,NA,"worker larva","no","307658:0026f8"
"LOC105837125","nurse abdomen → larva","CG",0.0225437367431915,"nurse",0.109191641700503,"nurse abdomen","yes","307658:0026fa"
"LOC105837125",NA,NA,3.18123577871573e-10,NA,NA,"worker larva","no","307658:0026fa"
"LOC105837127",NA,NA,9.52745248011557e-13,NA,NA,"worker larva","no","307658:002b42"
"LOC105837130",NA,NA,0.0437150614241788,NA,NA,"worker larva","no","307658:003285"
"LOC105837131",NA,NA,1.15819484412195e-09,NA,NA,"worker larva","no","307658:003286"
"LOC105837132","nurse head → larva","CH",0.000273450799051078,"nurse",0.125878439912725,"nurse head","yes","307658:003287"
"LOC105837133",NA,NA,1.0296425436485e-05,NA,NA,"worker larva","no","307658:00428e"
"LOC105837135",NA,NA,9.43766275369541e-10,NA,NA,"worker larva","no","307658:0046a1"
"LOC105837135",NA,NA,0.0137294869661256,NA,NA,"nurse head","no","307658:0046a1"
"LOC105837136",NA,NA,7.88795983786846e-06,NA,NA,"worker larva","no","307658:0019cf"
"LOC105837138",NA,NA,0.00256893098980341,NA,NA,"worker larva","no","307658:004e51"
"LOC105837141",NA,NA,1.5009240336844e-06,NA,NA,"worker larva","no","307658:003ba5"
"LOC105837141","nurse head → larva","CH",0.000456235465360048,"nurse",0.124975099789634,"nurse head","yes","307658:003ba5"
"LOC105837143",NA,NA,1.45505564858831e-16,NA,NA,"worker larva","no",NA
"LOC105837143",NA,NA,0.00954678370283732,NA,NA,"nurse head","no",NA
"LOC105837144",NA,NA,2.16328645373426e-18,NA,NA,"worker larva","no","307658:0003fa"
"LOC105837145",NA,NA,6.93882792770711e-05,NA,NA,"worker larva","no","307658:003e1f"
"LOC105837146",NA,NA,3.57587206520585e-08,NA,NA,"worker larva","no",NA
"LOC105837146",NA,NA,0.0194188523878724,NA,NA,"nurse abdomen","no",NA
"LOC105837147","nurse abdomen → larva","CG",0.00500642556918515,"nurse",0.105840407125333,"nurse abdomen","yes","307658:0047b7"
"LOC105837147",NA,NA,0.00413252048165155,NA,NA,"worker larva","no","307658:0047b7"
"LOC105837148","nurse head → larva","CH",1.1364890002781e-05,"nurse",0.419208864210049,"nurse head","yes","307658:004fc8"
"LOC105837148",NA,NA,5.10748821117081e-07,NA,NA,"worker larva","no","307658:004fc8"
"LOC105837149",NA,NA,0.0155018486721769,NA,NA,"worker larva","no","307658:00434d"
"LOC105837150",NA,NA,8.99703964933117e-15,NA,NA,"worker larva","no","307658:000064"
"LOC105837151","nurse head → larva","CH",0.000146311489168787,"nurse",0.310061960795071,"nurse head","yes","307658:0032e6"
"LOC105837151",NA,NA,0.000951185047509342,NA,NA,"worker larva","no","307658:0032e6"
"LOC105837152",NA,NA,0.0130862557868934,NA,NA,"worker larva","no","307658:003ece"
"LOC105837153",NA,NA,6.60237637646684e-05,NA,NA,"worker larva","no","307658:003956"
"LOC105837154",NA,NA,3.97294096342717e-12,NA,NA,"worker larva","no","307658:003d8e"
"LOC105837154","nurse abdomen → larva","CG",0.00492268561630047,"nurse",0.0883567859607655,"nurse abdomen","yes","307658:003d8e"
"LOC105837154",NA,NA,0.0210213650471271,NA,NA,"nurse head","no","307658:003d8e"
"LOC105837155","nurse abdomen → larva","CG",0.00346518839904612,"nurse",0.105445371558458,"nurse abdomen","yes","307658:003bf2"
"LOC105837155","larva → nurse head","CH",7.92042442219191e-28,"larv",0.179085608375522,"worker larva","yes","307658:003bf2"
"LOC105837155","larva → nurse abdomen","CG",7.92042442219191e-28,"larv",0.175217376476647,"worker larva","yes","307658:003bf2"
"LOC105837156",NA,NA,0.0221667490741286,NA,NA,"worker larva","no","307658:003d8f"
"LOC105837156",NA,NA,0.0175379560052181,NA,NA,"nurse head","no","307658:003d8f"
"LOC105837157",NA,NA,1.29339616998822e-11,NA,NA,"worker larva","no","307658:003d90"
"LOC105837159","larva → nurse abdomen","CG",6.43278004013414e-28,"larv",0.205400049771773,"worker larva","yes","307658:00424b"
"LOC105837159","larva → nurse head","CH",6.43278004013414e-28,"larv",0.375177930750007,"worker larva","yes","307658:00424b"
"LOC105837160",NA,NA,3.60831400663629e-12,NA,NA,"worker larva","no","307658:003b29"
"LOC105837161",NA,NA,4.41427307765823e-07,NA,NA,"worker larva","no","307658:00378a"
"LOC105837162",NA,NA,1.40836915103119e-05,NA,NA,"worker larva","no","307658:00378b"
"LOC105837163",NA,NA,9.31784446178567e-07,NA,NA,"worker larva","no","307658:0035bf"
"LOC105837164","larva → nurse head","CH",1.31329891447346e-23,"larv",0.15591644857186,"worker larva","yes","307658:0035c0"
"LOC105837164","larva → nurse abdomen","CG",1.31329891447346e-23,"larv",0.215417840847361,"worker larva","yes","307658:0035c0"
"LOC105837165",NA,NA,0.000345804248817195,NA,NA,"worker larva","no","307658:0035c1"
"LOC105837165",NA,NA,0.00351722540318221,NA,NA,"nurse head","no","307658:0035c1"
"LOC105837166",NA,NA,0.000232786496790117,NA,NA,"worker larva","no","307658:0041fa"
"LOC105837167",NA,NA,0.000674341724843156,NA,NA,"worker larva","no","307658:0047c0"
"LOC105837168","larva → nurse abdomen","CG",1.20581317987021e-24,"larv",0.149283686842169,"worker larva","yes","307658:0041fb"
"LOC105837168","larva → nurse head","CH",1.20581317987021e-24,"larv",0.208147316633676,"worker larva","yes","307658:0041fb"
"LOC105837168","nurse abdomen → larva","CG",3.62603924574561e-09,"nurse",0.107026659568017,"nurse abdomen","yes","307658:0041fb"
"LOC105837169","larva → nurse abdomen","CG",7.90400736545969e-48,"larv",0.250585440939779,"worker larva","yes","307658:0041fc"
"LOC105837169","larva → nurse head","CH",7.90400736545969e-48,"larv",0.259947772231974,"worker larva","yes","307658:0041fc"
"LOC105837170","nurse head → larva","CH",0.00810878806835826,"nurse",0.112914615719655,"nurse head","yes","307658:004f5e"
"LOC105837171",NA,NA,1.81066989462053e-09,NA,NA,"worker larva","no","307658:0046aa"
"LOC105837172",NA,NA,1.09268482217857e-06,NA,NA,"worker larva","no","307658:0046b9"
"LOC105837173",NA,NA,0.000406600290159423,NA,NA,"worker larva","no","307658:000305"
"LOC105837173","nurse abdomen → larva","CG",0.0120012083386037,"nurse",0.138938358563589,"nurse abdomen","yes","307658:000305"
"LOC105837174",NA,NA,0.000148693579144573,NA,NA,"worker larva","no","307658:00195d"
"LOC105837175",NA,NA,0.0244799103574803,NA,NA,"nurse head","no","307658:003556"
"LOC105837175",NA,NA,0.0139512665697188,NA,NA,"worker larva","no","307658:003556"
"LOC105837176",NA,NA,0.00700777857907657,NA,NA,"worker larva","no","307658:003b55"
"LOC105837177",NA,NA,0.000470873645486332,NA,NA,"worker larva","no","307658:003b56"
"LOC105837178",NA,NA,0.000206461564122293,NA,NA,"worker larva","no","307658:003b57"
"LOC105837179",NA,NA,0.0428814075378537,NA,NA,"worker larva","no","307658:003b58"
"LOC105837180",NA,NA,0.00114547421693923,NA,NA,"worker larva","no","307658:004897"
"LOC105837180","nurse abdomen → larva","CG",0.0097794915227676,"nurse",0.125479555440549,"nurse abdomen","yes","307658:004897"
"LOC105837181","nurse abdomen → larva","CG",0.0261428340935387,"nurse",0.121242795041219,"nurse abdomen","yes","307658:004898"
"LOC105837182",NA,NA,3.26422502512764e-06,NA,NA,"worker larva","no","307658:0042f1"
"LOC105837183",NA,NA,7.02665882692753e-05,NA,NA,"worker larva","no","307658:004417"
"LOC105837186","nurse abdomen → larva","CG",0.025386083756421,"nurse",0.0830691113626264,"nurse abdomen","yes","307658:00191f"
"LOC105837186",NA,NA,0.00111127464025812,NA,NA,"worker larva","no","307658:00191f"
