"","Gene","reg_within","reg_between","targ_within","targ_between"
"1","nurse_LOC105832492",0.369117130857727,0.0702591359893566,0.394496573099806,0.217061346101138
"2","nurse_LOC105829909",0.298350564780557,0.0723258376331526,0.468483603681285,0.172746501786135
"3","nurse_LOC105836701",0.431819172365776,0.0753546728342119,0.411084076957336,0.21212988882561
"4","nurse_LOC105829924",0.287218850032446,0.0748195875661338,0.451687277798293,0.185693145441212
"5","nurse_LOC105830021",0.383435492314629,0.0683815962462568,0.512613040008604,0.160526301136962
"6","nurse_LOC105838891",0.354841802495417,0.0710115500658558,0.483907026083667,0.177642609588832
"7","nurse_LOC105837743",0.635296008572888,0.0809972596304108,0.651533545146839,0.119185964257426
"8","nurse_LOC105830975",0.253345928262754,0.103417773476799,0.393531007596562,0.239008218358299
"9","nurse_LOC105830402",0.426060591690068,0.10794365645384,0.572419474508653,0.151843135816719
"10","nurse_LOC105835978",0.571961196582755,0.0815266356059073,0.643675808329738,0.117486194837696
"11","nurse_LOC105830102",0.221504586126445,0.0896333816528666,0.37627471032689,0.243427650875654
"12","nurse_LOC105840954",0.710634197932152,0.0736380178245278,0.640822744504819,0.099607664568856
"13","nurse_LOC105831095",0.405786702902101,0.102702745976986,0.533684287195584,0.136296945549059
"14","nurse_LOC105837669",0.37027476038733,0.113559870718563,0.522953276529155,0.187401113175021
"15","nurse_LOC105831060",0.257825050134035,0.0750129119133886,0.348042823588527,0.263737015331984
"16","nurse_LOC105838810",0.525153246803333,0.0839912196531946,0.536405655752769,0.150442195556018
"17","nurse_LOC105830181",0.38406441669827,0.0810854256073075,0.544952984812969,0.137277875145979
"18","nurse_LOC105835184",0.649871015726868,0.0890969966457552,0.635937543570206,0.140796761367203
"19","nurse_LOC105840182",0.853095072909202,0.0686070768391492,0.679102206206176,0.0978006607732193
"20","nurse_LOC105834324",0.810899927621904,0.0622141020714616,0.719429727988876,0.0711423568057985
"21","nurse_LOC105832682",0.786656255971483,0.0646206335903172,0.722758445016662,0.0708807721945895
"22","nurse_LOC105838809",0.49986265265956,0.0982320536865105,0.543528509739156,0.152588642625565
"23","nurse_LOC105838411",0.919815250641083,0.0638264004997059,0.671688071793206,0.105202095810108
"24","nurse_LOC105833049",0.68305639673832,0.0868685088437682,0.535223867146998,0.204268445580831
"25","nurse_LOC105828687",0.882984367422883,0.0886814962385533,0.666590618040172,0.117943222960082
"26","nurse_LOC105835176",0.383407446779252,0.107554579586114,0.44884934413853,0.208689153624985
"27","nurse_LOC105838342",0.754560948911084,0.078576896124785,0.616088474881313,0.136865947773214
"28","nurse_LOC105830389",0.583822138403071,0.191831075978094,0.507480036086725,0.252259914142979
"29","nurse_LOC105833867",0.792121855850225,0.0690992268142206,0.704644570829728,0.0824746982531906
"30","nurse_LOC105829169",0.706416756101076,0.0885877860120363,0.605446541581251,0.130772557824687
"31","nurse_LOC105836255",0.579986199789881,0.211092795769348,0.310259369483402,0.463695605658174
"32","nurse_LOC105840623",0.505515572113535,0.0964316459219749,0.532742298449776,0.165280266066773
"33","nurse_LOC105833020",0.63507901547015,0.0726258194748697,0.705088735174624,0.0797993529279131
"34","nurse_LOC105835972",0.409150348029235,0.0839865847078506,0.475186878065614,0.191340387134066
"35","nurse_LOC105835672",0.726222125527077,0.0734924746794328,0.6371299588943,0.129986321688856
"36","nurse_LOC105835660",0.389726705511664,0.115599924722685,0.409989782717819,0.294096225105152
"37","nurse_LOC105837702",0.655923379561998,0.14834047466338,0.519321996703271,0.274942839639611
"38","nurse_LOC105840347",0.502560929823398,0.0934524320561705,0.611300686503764,0.128646667910128
"39","nurse_LOC105837277",0.941861990835501,0.0682759983581563,0.685082796741653,0.0877283147597333
"40","nurse_LOC105836966",0.652001146453421,0.142259213979481,0.38835987103993,0.38914530113569
"41","nurse_LOC105836057",0.902936949484466,0.0749937414528695,0.648106511099895,0.121312941805352
"42","nurse_LOC105834992",0.542475906282255,0.100668018780265,0.547402542057725,0.147245124115074
"43","nurse_LOC105835102",0.310190409599897,0.0726074206273793,0.518612638013977,0.11396040028492
"44","nurse_LOC105831565",0.840196352485398,0.0757933395596762,0.641917193897187,0.13016368164274
"45","nurse_LOC105836571",0.661781714647424,0.168232964512909,0.501837777470184,0.267338639421299
"46","nurse_LOC105832889",0.731697805149721,0.0706958310805352,0.640340106856464,0.121459970457132
"47","nurse_LOC105838154",0.69638713257574,0.165402751481482,0.539930277884316,0.242108096734868
"48","nurse_LOC105838246",0.900629875182165,0.0734038332454952,0.656089334457325,0.111467572403468
"49","nurse_LOC105835368",0.518479090548787,0.0603009072134565,0.599861072502696,0.0983605493895673
"50","nurse_LOC105829026",0.693268759382812,0.103936646726195,0.629057298407517,0.111659389548458
"51","nurse_LOC105828430",0.686166987488983,0.0840031763260422,0.571420937617901,0.157356971545788
"52","nurse_LOC105831068",0.748394550144281,0.0822561249976959,0.637763272394433,0.108860904833646
"53","nurse_LOC105837675",0.490499937645467,0.124292179818582,0.509050159720213,0.186157838081627
"54","nurse_LOC105830443",0.580921921010872,0.0779672774905921,0.582001345963674,0.119632547149872
"55","nurse_LOC105840656",0.539270989428335,0.0786619134442098,0.499006305219782,0.239825543676126
"56","nurse_LOC105838564",0.241424067838576,0.0913453671814022,0.367024369412342,0.26871608058995
"57","nurse_LOC105829679",0.531431408551733,0.0744377149438982,0.601892039134135,0.116923163827741
"58","nurse_LOC105836510",0.578714382480478,0.0870572091113937,0.558631244782548,0.158712175606158
"59","nurse_LOC105832799",0.611961124827561,0.0961319524282134,0.561399094697657,0.1436263132253
"60","nurse_LOC105837825",0.569407466835475,0.0774300565915117,0.579633130423136,0.108996611824906
"61","nurse_LOC105836564",0.209067555024673,0.190333274945247,0.262917858618877,0.465613930113832
"62","nurse_LOC105831604",0.364185886748582,0.0861084611305606,0.440486125928435,0.193282265734675
"63","nurse_LOC105831130",0.477156836624936,0.0657388902649461,0.469250082762556,0.200224311330241
"64","nurse_LOC105838972",0.530024146724792,0.120074681406398,0.473563421987498,0.266911547059977
"65","nurse_LOC105836259",0.952572631697953,0.0769385815160343,0.623504456896685,0.134406818625832
"66","nurse_LOC105833698",0.453653571721578,0.14219988613217,0.4512726508954,0.294842425237859
"67","nurse_LOC105838625",0.598306906776934,0.17955980089181,0.551286486996984,0.220520578945248
"68","nurse_LOC105837390",0.546015070242009,0.10807887750188,0.522623641545907,0.217464148925683
"69","nurse_LOC105838505",0.301921556841723,0.0933354616155303,0.427380450799007,0.215378226427665
"70","nurse_LOC105832061",0.797823122974097,0.0791958132077447,0.626118293540417,0.130631520731714
"71","nurse_LOC105840432",0.556736602552381,0.097968525271016,0.543957098396791,0.169202050764048
"72","nurse_LOC105831627",0.33983265967525,0.104977591492643,0.379409644451174,0.272144949821698
"73","nurse_LOC105833392",0.292479337689085,0.0944876448448279,0.405112717234788,0.237918775954673
"74","nurse_LOC105835662",0.380608164786219,0.103421799250628,0.373850603066162,0.330405368899303
"75","nurse_LOC105835313",0.542715262971461,0.113144126335563,0.498379479924929,0.2203045873692
"76","nurse_LOC105832252",0.630390304104892,0.16730743425257,0.555201127174684,0.214714111337958
"77","nurse_LOC105828685",0.855541833938681,0.074240505979898,0.625726493598447,0.143270306728021
"78","nurse_LOC105834797",0.399631135781871,0.207503357451393,0.346180708080919,0.374209635914655
"79","nurse_LOC105836130",0.517238636814136,0.0729231992526967,0.540222706952894,0.167661435468841
"80","nurse_LOC105831364",0.708924293778825,0.122665505015477,0.582647668221743,0.16156867313583
"81","nurse_LOC105832896",0.376886523092984,0.117542028107233,0.450582710216617,0.225664864286116
"82","nurse_LOC105834861",0.743887044463772,0.122408649161696,0.607218858717708,0.170201434874581
"83","nurse_LOC105840881",0.876439165995609,0.0614159795866446,0.673889917382096,0.0887593280859959
"84","nurse_LOC105831995",0.604461871712081,0.0992401744268562,0.563165349310436,0.163334655922405
"85","nurse_LOC105833626",0.505698546799417,0.0921625660960063,0.537367066339548,0.175260139774545
"86","nurse_LOC105835048",0.51225021098948,0.203684185221752,0.436220702868311,0.309847436997461
"87","nurse_LOC105838480",0.580196004686564,0.0776536153423441,0.651359075636873,0.0974925576735938
"88","nurse_LOC105834053",0.877501841000115,0.060116516111365,0.655295262062113,0.0861683907250265
"89","nurse_LOC105837901",0.510989739963715,0.0704929520367115,0.518765024074665,0.170028782281731
"90","nurse_LOC105834987",0.391327145191973,0.198672184904269,0.322577997824825,0.367671385271737
"91","nurse_LOC105834216",0.674444283895046,0.162817244597309,0.576276533111001,0.201702257248898
"92","nurse_LOC105840712",0.700740638363464,0.0756703214328145,0.559508703562869,0.150314473440163
"93","nurse_LOC105837012",0.660178086115552,0.113809403524608,0.531557162783553,0.187557656543574
"94","nurse_LOC105837690",0.603019780451584,0.0663895037120114,0.653160580940301,0.0926679006228858
"95","nurse_LOC105832745",0.890449607739912,0.0708137791485741,0.658684608954916,0.0868027915050275
"96","nurse_LOC105832461",0.815056035598054,0.0803624878078856,0.616474004303874,0.144477733509458
"97","nurse_LOC105832376",0.867507058091217,0.0667901590428871,0.667013268207309,0.0895476834835455
"98","nurse_LOC105827775",0.472301622829399,0.110507354478887,0.529542135674249,0.165420477200888
"99","nurse_LOC105831421",0.767117478423457,0.0782656722141214,0.602761406730349,0.133563105547648
"100","nurse_LOC105837891",0.619070469979406,0.209804916877738,0.413037718347478,0.322408361135398
"101","nurse_LOC105830798",0.516522448292603,0.0759745870781766,0.55460741864622,0.133672108472332
"102","nurse_LOC105840938",0.405948082223655,0.199729085827,0.362243200093473,0.386532732790266
"103","nurse_LOC105832895",0.325096369996651,0.188056194827061,0.342563582289103,0.378893595964884
"104","nurse_LOC105835092",0.55269280687426,0.0840194532107478,0.540145224968702,0.211677750619987
